index,id_client,id_vehicule,id_contrat,bonus,type_contrat,duree_contrat,anciennete_info,freq_paiement,paiement,utilisation,code_postal,conducteur2,age_conducteur1,age_conducteur2,sex_conducteur1,sex_conducteur2,anciennete_permis1,anciennete_permis2,anciennete_vehicule,cylindre_vehicule,din_vehicule,essence_vehicule,marque_vehicule,modele_vehicule,debut_vente_vehicule,fin_vente_vehicule,vitesse_vehicule,type_vehicule,prix_vehicule,poids_vehicule,nombre_sinistres,montant_sinistre
46484,A00042550,V01,A00042550-V01,0.5,Median1,4,4,Yearly,No,Retired,37193,No,70,0,M,,50,0,22.0,2068,89,Diesel,RENAULT,ESPACE,27,20,165,Tourism,22029,1250,0,0.0
46485,A00042551,V01,A00042551-V01,0.5,Maxi,26,2,Monthly,No,WorkPrivate,60229,Yes,49,52,F,M,30,33,3.0,2188,155,Diesel,HYUNDAI,SANTA FE,5,1,178,Tourism,40140,1943,0,0.0
46486,A00042552,V01,A00042552-V01,0.5,Mini,28,1,Yearly,Yes,Retired,91657,No,62,0,F,,33,0,15.0,1587,90,Gasoline,PEUGEOT,306,18,15,180,Tourism,15017,1060,0,0.0
46487,A00042553,V01,A00042553-V01,0.72,Maxi,11,1,Yearly,No,WorkPrivate,38059,Yes,47,48,F,M,22,30,1.0,1461,64,Diesel,RENAULT,CLIO,1,1,165,Tourism,11899,1015,0,0.0
46488,A00042554,V01,A00042554-V01,0.5,Mini,12,4,Monthly,No,WorkPrivate,57153,No,57,0,M,,21,0,11.0,2188,113,Diesel,RENAULT,ESPACE,15,11,175,Tourism,31329,1630,0,0.0
46489,A00042555,V01,A00042555-V01,0.5,Maxi,12,5,Monthly,No,Retired,63113,Yes,85,82,M,F,64,54,5.0,1461,106,Diesel,RENAULT,MEGANE,6,5,185,Tourism,20850,1205,0,0.0
46490,A00042556,V01,A00042556-V01,0.5,Maxi,1,1,Biannual,No,WorkPrivate,38421,No,49,0,M,,31,0,3.0,1398,68,Diesel,PEUGEOT,206,6,2,168,Tourism,15800,1049,0,0.0
46491,A00042557,V01,A00042557-V01,0.5,Maxi,34,2,Yearly,No,WorkPrivate,84092,Yes,60,27,M,F,42,8,8.0,1997,90,Diesel,PEUGEOT,307,10,7,179,Tourism,18100,1243,0,0.0
46492,A00042558,V01,A00042558-V01,0.76,Maxi,1,1,Monthly,No,WorkPrivate,56121,No,24,0,F,,6,0,1.0,1398,68,Diesel,PEUGEOT,206,2,1,169,Tourism,13850,980,1,610.46
46493,A00042559,V01,A00042559-V01,0.5,Maxi,13,2,Biannual,No,WorkPrivate,93031,No,60,0,M,,14,0,6.0,1398,68,Diesel,PEUGEOT,206,10,6,168,Tourism,14500,1049,0,0.0
46494,A00042560,V01,A00042560-V01,0.5,Maxi,1,1,Biannual,No,WorkPrivate,91549,No,39,0,M,,21,0,12.0,1783,180,Gasoline,AUDI,TT,13,6,228,Tourism,32540,1280,0,0.0
46495,A00042561,V01,A00042561-V01,0.51,Maxi,13,2,Monthly,No,WorkPrivate,62297,No,31,0,M,,13,0,2.0,1390,75,Gasoline,DACIA,SANDERO,2,1,161,Tourism,9190,1036,0,0.0
46496,A00042561,V02,A00042561-V02,0.68,Maxi,2,2,Monthly,No,WorkPrivate,62297,Yes,29,31,F,M,11,13,6.0,1461,66,Diesel,RENAULT,KANGOO,8,6,146,Tourism,15050,1120,0,0.0
46497,A00042562,V01,A00042562-V01,0.5,Maxi,2,2,Yearly,No,WorkPrivate,32048,Yes,40,43,F,M,19,25,10.0,1905,70,Diesel,PEUGEOT,306,13,12,162,Tourism,15535,1140,0,0.0
46498,A00042563,V01,A00042563-V01,0.5,Maxi,7,5,Biannual,No,WorkPrivate,76014,Yes,53,25,M,F,32,7,7.0,1124,60,Gasoline,PEUGEOT,206,11,8,158,Tourism,11450,910,0,0.0
46499,A00042564,V01,A00042564-V01,0.5,Maxi,2,2,Yearly,No,Retired,40284,No,78,0,F,,41,0,21.0,1124,55,Gasoline,CITROEN,C15,23,16,135,Commercial,9436,1640,0,0.0
46500,A00042565,V01,A00042565-V01,0.5,Maxi,23,2,Biannual,No,Retired,27031,No,74,0,M,,56,0,10.0,1870,81,Diesel,RENAULT,KANGOO,11,10,160,Tourism,15322,1065,0,0.0
46501,A00042565,V02,A00042565-V02,0.5,Maxi,22,3,Biannual,No,Retired,27031,Yes,73,74,F,M,50,56,3.0,1870,116,Diesel,RENAULT,SCENIC,8,2,185,Tourism,24150,1430,0,0.0
46502,A00042566,V01,A00042566-V01,0.5,Maxi,28,4,Yearly,No,Retired,12215,No,67,0,M,,43,0,9.0,1870,98,Diesel,RENAULT,MEGANE,12,11,185,Tourism,17974,1130,0,0.0
46503,A00042567,V01,A00042567-V01,0.51,Maxi,3,3,Monthly,No,WorkPrivate,72005,Yes,38,55,F,M,13,31,12.0,2498,143,Diesel,BMW,525,13,11,211,Tourism,34988,1410,0,0.0
46504,A00042568,V01,A00042568-V01,0.5,Maxi,26,5,Monthly,No,WorkPrivate,38421,No,57,0,F,,37,0,13.0,1360,75,Gasoline,PEUGEOT,106,14,8,175,Tourism,10850,835,0,0.0
46505,A00042568,V02,A00042568-V02,0.5,Maxi,8,4,Monthly,No,WorkPrivate,38421,No,63,0,M,,29,0,8.0,1997,90,Diesel,PEUGEOT,206,9,8,180,Tourism,18000,1010,0,0.0
46506,A00042569,V01,A00042569-V01,0.58,Mini,4,4,Yearly,No,Professional,95476,No,52,0,M,,32,0,10.0,1998,75,Diesel,FORD,TRANSIT,11,8,135,Commercial,18173,0,0,0.0
46507,A00042570,V01,A00042570-V01,0.5,Maxi,3,3,Yearly,No,Retired,54498,No,62,0,M,,43,0,4.0,1560,109,Diesel,CITROEN,C4 PICASSO,4,3,180,Tourism,27000,1499,0,0.0
46508,A00042571,V01,A00042571-V01,0.57,Maxi,6,1,Monthly,No,WorkPrivate,92050,Yes,35,41,F,M,11,22,6.0,1997,134,Diesel,FORD,FOCUS,8,5,200,Tourism,25000,1408,0,0.0
46509,A00042572,V01,A00042572-V01,0.5,Maxi,25,1,Yearly,No,Retired,69383,No,83,0,M,,52,0,17.0,1796,116,Gasoline,FORD,MONDEO,18,16,194,Tourism,17029,1290,0,0.0
46510,A00042573,V01,A00042573-V01,0.58,Maxi,10,1,Yearly,No,WorkPrivate,93051,No,38,0,F,,18,0,1.0,1598,75,Diesel,VOLKSWAGEN,POLO,2,1,170,Tourism,14650,1082,0,0.0
46511,A00042574,V01,A00042574-V01,0.5,Median1,3,3,Yearly,No,WorkPrivate,78172,No,52,0,M,,25,0,7.0,1998,135,Gasoline,RENAULT,SCENIC,7,5,195,Tourism,26000,1510,0,0.0
46512,A00042575,V01,A00042575-V01,0.5,Median2,26,6,Biannual,No,WorkPrivate,03185,No,79,0,M,,29,0,18.0,1360,75,Gasoline,PEUGEOT,106,19,15,175,Tourism,11587,830,0,0.0
46513,A00042576,V01,A00042576-V01,0.5,Median1,1,1,Yearly,No,WorkPrivate,24095,No,39,0,M,,20,0,19.0,1769,78,Diesel,PEUGEOT,309,22,18,175,Tourism,15264,990,0,0.0
46514,A00042577,V01,A00042577-V01,1.0,Median1,2,2,Monthly,No,WorkPrivate,92007,No,27,0,M,,8,0,16.0,1237,55,Gasoline,RENAULT,TWINGO,18,16,150,Tourism,8614,790,0,0.0
46515,A00042578,V01,A00042578-V01,0.85,Mini,12,5,Biannual,No,Retired,83036,No,77,0,M,,47,0,13.0,1124,60,Gasoline,PEUGEOT,106,15,14,165,Tourism,9772,835,0,0.0
46516,A00042579,V01,A00042579-V01,0.5,Maxi,3,2,Yearly,No,Retired,60154,No,67,0,F,,43,0,2.0,1124,60,Gasoline,CITROEN,C3,2,1,153,Tourism,12150,1010,0,0.0
46517,A00042580,V01,A00042580-V01,0.5,Maxi,7,2,Biannual,No,WorkPrivate,49026,Yes,61,57,M,F,40,17,7.0,1896,101,Diesel,SEAT,CORDOBA,9,8,190,Tourism,14705,1180,0,0.0
46518,A00042581,V01,A00042581-V01,0.5,Median1,4,4,Biannual,No,WorkPrivate,29260,No,46,0,F,,28,0,19.0,1974,100,Gasoline,NISSAN,PRAIRIE,22,19,170,Tourism,17837,1190,0,0.0
46519,A00042582,V01,A00042582-V01,0.72,Maxi,4,2,Monthly,No,WorkPrivate,69266,No,32,0,M,,11,0,4.0,1461,68,Diesel,RENAULT,CLIO,6,5,162,Tourism,13400,1155,0,0.0
46520,A00042583,V01,A00042583-V01,0.5,Maxi,2,2,Yearly,No,WorkPrivate,62852,No,62,0,M,,41,0,12.0,1905,70,Diesel,PEUGEOT,306,13,12,160,Tourism,14376,1080,0,0.0
46521,A00042584,V01,A00042584-V01,0.5,Maxi,1,1,Monthly,No,WorkPrivate,59314,Yes,40,32,M,F,22,10,8.0,2179,131,Diesel,CITROEN,C8,9,4,182,Tourism,32000,1648,0,0.0
46522,A00042585,V01,A00042585-V01,0.5,Maxi,5,1,Yearly,No,WorkPrivate,61486,No,31,0,F,,13,0,5.0,1461,106,Diesel,RENAULT,MEGANE,6,5,185,Tourism,21500,1205,1,4990.55
46523,A00042586,V01,A00042586-V01,0.6,Median1,9,2,Monthly,No,WorkPrivate,74042,No,34,0,M,,11,0,6.0,1461,66,Diesel,RENAULT,CLIO,10,7,163,Commercial,12678,950,0,0.0
46524,A00042587,V01,A00042587-V01,0.5,Maxi,13,2,Biannual,No,WorkPrivate,83115,Yes,79,55,F,M,53,35,8.0,1149,75,Gasoline,RENAULT,CLIO,10,8,170,Tourism,13050,930,0,0.0
46525,A00042588,V01,A00042588-V01,0.5,Maxi,15,4,Monthly,No,WorkPrivate,74012,No,56,0,M,,34,0,4.0,1799,140,Gasoline,HONDA,CIVIC,6,5,205,Tourism,22300,1190,0,0.0
46526,A00042589,V01,A00042589-V01,0.5,Maxi,15,7,Yearly,No,WorkPrivate,07279,Yes,44,41,M,F,25,20,8.0,1581,104,Gasoline,FIAT,MULTIPLA,12,8,170,Tourism,16715,1511,0,0.0
46527,A00042589,V02,A00042589-V02,0.5,Median2,7,7,Yearly,No,WorkPrivate,07279,Yes,41,44,F,M,20,25,13.0,1149,59,Gasoline,RENAULT,CLIO,13,12,155,Tourism,10276,890,0,0.0
46528,A00042590,V01,A00042590-V01,0.5,Maxi,3,1,Monthly,No,Retired,33076,Yes,73,81,F,M,34,56,1.0,1461,64,Diesel,RENAULT,CLIO,4,2,162,Tourism,13800,980,0,0.0
46529,A00042591,V01,A00042591-V01,0.5,Maxi,15,2,Monthly,No,WorkPrivate,60162,Yes,58,57,M,F,40,35,6.0,1910,120,Diesel,OPEL,VECTRA,7,6,200,Tourism,25500,1428,0,0.0
46530,A00042591,V02,A00042591-V02,0.5,Mini,10,2,Monthly,No,WorkPrivate,60162,Yes,58,57,M,F,40,35,14.0,1753,70,Diesel,FORD,ESCORT,15,14,158,Commercial,12227,1110,0,0.0
46531,A00042592,V01,A00042592-V01,0.5,Maxi,2,2,Biannual,No,WorkPrivate,77407,Yes,42,40,F,M,21,18,3.0,2967,240,Diesel,VOLKSWAGEN,TOUAREG,4,3,204,Tourism,53900,2321,0,0.0
46532,A00042593,V01,A00042593-V01,0.9,Median1,2,2,Biannual,No,WorkPrivate,94002,No,34,0,F,,15,0,11.0,1390,75,Gasoline,RENAULT,CLIO,13,11,170,Tourism,11419,950,0,0.0
46533,A00042594,V01,A00042594-V01,0.5,Median2,20,7,Biannual,No,Professional,94081,Yes,56,31,F,F,27,12,15.0,1171,60,Gasoline,RENAULT,CLIO,19,15,155,Tourism,10199,820,0,0.0
46534,A00042595,V01,A00042595-V01,0.5,Median2,13,4,Yearly,No,Professional,04244,Yes,55,52,M,F,36,30,13.0,2499,116,Diesel,CHRYSLER,VOYAGER,15,13,166,Tourism,30475,1910,0,0.0
46535,A00042596,V01,A00042596-V01,0.5,Mini,2,2,Yearly,No,WorkPrivate,79290,Yes,47,40,M,F,29,21,29.0,602,29,Gasoline,CITROEN,2CV 6,41,30,115,Tourism,3299,560,0,0.0
46536,A00042597,V01,A00042597-V01,0.68,Maxi,6,3,Monthly,No,WorkPrivate,71345,Yes,29,29,M,F,11,11,7.0,1997,109,Diesel,PEUGEOT,307,10,8,193,Tourism,23200,1243,0,0.0
46537,A00042598,V01,A00042598-V01,0.5,Mini,7,7,Yearly,No,WorkPrivate,39505,No,53,0,M,,35,0,29.0,3431,90,Diesel,TOYOTA,LAND CRUISER,30,28,123,Tourism,13538,1735,0,0.0
46538,A00042599,V01,A00042599-V01,0.5,Maxi,15,2,Yearly,No,WorkPrivate,77249,Yes,55,54,F,M,35,32,13.0,1242,75,Gasoline,FORD,FIESTA,16,13,170,Tourism,11221,963,0,0.0
46539,A00042599,V02,A00042599-V02,0.5,Maxi,2,2,Yearly,No,WorkPrivate,77249,Yes,55,54,F,M,35,32,6.0,1796,164,Gasoline,MERCEDES BENZ,SLK,7,3,230,Tourism,39300,1315,0,0.0
46540,A00042600,V01,A00042600-V01,0.5,Maxi,11,1,Monthly,No,WorkPrivate,56185,No,51,0,F,,33,0,4.0,1870,111,Diesel,RENAULT,LAGUNA,6,5,194,Tourism,23100,1350,0,0.0
46541,A00042601,V01,A00042601-V01,0.56,Median1,3,1,Biannual,No,WorkPrivate,16148,No,45,0,M,,27,0,29.0,3785,86,Diesel,MERCEDES BENZ,L508,42,25,110,Commercial,22529,0,0,0.0
46542,A00042602,V01,A00042602-V01,0.64,Mini,2,2,Biannual,No,WorkPrivate,38544,Yes,34,34,M,F,16,15,14.0,1598,75,Gasoline,VOLKSWAGEN,POLO,17,15,172,Tourism,12181,915,0,0.0
46543,A00042603,V01,A00042603-V01,1.0,Median1,1,1,Yearly,Yes,WorkPrivate,75111,No,31,0,M,,12,0,10.0,1527,58,Diesel,CITROEN,SAXO,13,8,158,Tourism,11950,890,0,0.0
46544,A00042604,V01,A00042604-V01,0.5,Maxi,2,2,Yearly,No,WorkPrivate,10345,Yes,39,31,F,M,20,13,5.0,1998,142,Diesel,SSANGYONG,KYRON,6,4,167,Tourism,30990,1929,0,0.0
46545,A00042605,V01,A00042605-V01,0.5,Maxi,5,2,Biannual,No,WorkPrivate,78350,No,53,0,M,,29,0,7.0,1968,140,Diesel,AUDI,A3,8,2,207,Tourism,25960,1340,0,0.0
46546,A00042606,V01,A00042606-V01,0.5,Maxi,12,1,Yearly,No,WorkPrivate,29076,No,46,0,M,,27,0,5.0,1560,90,Diesel,PEUGEOT,307,6,6,179,Tourism,17500,1193,0,0.0
46547,A00042607,V01,A00042607-V01,0.5,Median2,12,2,Biannual,No,Retired,63063,Yes,77,72,M,F,54,54,26.0,1781,90,Gasoline,VOLKSWAGEN,GOLF,26,21,178,Tourism,13206,880,0,0.0
46548,A00042608,V01,A00042608-V01,0.5,Mini,19,5,Yearly,No,WorkPrivate,16015,No,43,0,M,,24,0,24.0,1781,90,Gasoline,VOLKSWAGEN,JETTA,27,19,178,Tourism,13572,910,0,0.0
46549,A00042609,V01,A00042609-V01,0.5,Median2,1,1,Monthly,Yes,WorkPrivate,76451,No,63,0,M,,41,0,12.0,1905,70,Diesel,PEUGEOT,306,13,12,163,Tourism,15444,1110,0,0.0
46550,A00042610,V01,A00042610-V01,0.5,Maxi,7,7,Monthly,No,WorkPrivate,59239,Yes,37,41,F,M,18,21,11.0,1905,70,Diesel,PEUGEOT,306,13,12,160,Tourism,14376,1080,0,0.0
46551,A00042611,V01,A00042611-V01,0.5,Maxi,12,2,Monthly,No,WorkPrivate,13040,Yes,57,25,F,M,37,7,8.0,2184,115,Diesel,NISSAN,X-TRAIL,10,8,165,Tourism,28150,1541,0,0.0
46552,A00042612,V01,A00042612-V01,0.6,Maxi,3,3,Biannual,No,WorkPrivate,30152,No,28,0,M,,10,0,3.0,1422,81,Diesel,VOLKSWAGEN,POLO,4,2,176,Tourism,16910,1084,0,0.0
46553,A00042613,V01,A00042613-V01,0.5,Mini,12,1,Yearly,No,WorkPrivate,07110,No,60,0,M,,41,0,21.0,2494,75,Diesel,NISSAN,PICK UP,24,17,130,Commercial,13568,2570,0,0.0
46554,A00042613,V02,A00042613-V02,0.5,Mini,1,1,Yearly,No,WorkPrivate,07110,No,60,0,M,,41,0,19.0,1580,90,Gasoline,PEUGEOT,405,19,18,175,Tourism,16160,1060,0,0.0
46555,A00042614,V01,A00042614-V01,0.5,Mini,10,2,Yearly,No,WorkPrivate,85191,No,63,0,F,,45,0,15.0,1488,67,Diesel,OPEL,CORSA,18,13,165,Tourism,13408,850,0,0.0
46556,A00042614,V02,A00042614-V02,0.5,Maxi,10,2,Yearly,No,WorkPrivate,85191,Yes,64,29,M,M,43,11,12.0,1998,135,Gasoline,PEUGEOT,406,13,11,203,Tourism,20886,1315,1,1236.0
46557,A00042614,V03,A00042614-V03,0.95,Median1,2,2,Yearly,No,WorkPrivate,85191,No,40,0,M,,20,0,17.0,1783,94,Gasoline,RENAULT,LAGUNA,17,14,180,Tourism,24392,1240,0,0.0
46558,A00042615,V01,A00042615-V01,0.5,Maxi,3,1,Quarterly,Yes,Retired,54580,No,69,0,M,,33,0,6.0,2179,134,Diesel,CITROEN,C5,7,5,204,Tourism,29150,1558,0,0.0
46559,A00042615,V02,A00042615-V02,0.5,Median2,2,1,Quarterly,Yes,Retired,54580,No,69,0,M,,33,0,9.0,1997,109,Diesel,CITROEN,C5,10,9,192,Tourism,22000,1460,0,0.0
46560,A00042616,V01,A00042616-V01,0.54,Median1,3,3,Yearly,No,WorkPrivate,95018,No,40,0,M,,20,0,13.0,1896,90,Diesel,VOLKSWAGEN,CADDY,14,8,165,Commercial,14519,1145,0,0.0
46561,A00042617,V01,A00042617-V01,0.5,Maxi,15,2,Monthly,No,WorkPrivate,73065,No,37,0,F,,19,0,2.0,1560,90,Diesel,PEUGEOT,207,5,4,182,Tourism,15150,1282,0,0.0
46562,A00042618,V01,A00042618-V01,0.67,Median2,5,1,Monthly,No,WorkPrivate,42180,Yes,29,35,F,F,10,17,11.0,2188,113,Diesel,RENAULT,SAFRANE,12,11,192,Tourism,33844,1575,0,0.0
46563,A00042619,V01,A00042619-V01,0.5,Maxi,22,5,Monthly,No,Retired,42284,No,69,0,F,,44,0,12.0,1360,75,Gasoline,CITROEN,XSARA,13,11,175,Tourism,13416,1030,0,0.0
46564,A00042620,V01,A00042620-V01,0.57,Median2,3,3,Monthly,No,WorkPrivate,90010,Yes,31,36,F,M,10,15,16.0,1905,71,Diesel,CITROEN,ZX,20,14,167,Tourism,16084,1035,0,0.0
46565,A00042621,V01,A00042621-V01,0.68,Median2,5,1,Biannual,No,WorkPrivate,06161,No,49,0,M,,31,0,7.0,1868,70,Diesel,PEUGEOT,PARTNER,9,4,142,Commercial,14352,1155,0,0.0
46566,A00042622,V01,A00042622-V01,0.5,Maxi,28,2,Biannual,No,Retired,38111,No,85,0,M,,53,0,8.0,1149,75,Gasoline,RENAULT,CLIO,10,8,170,Tourism,11250,910,1,1647.75
46567,A00042623,V01,A00042623-V01,0.52,Median2,5,5,Yearly,No,WorkPrivate,67339,No,67,0,M,,45,0,8.0,1461,71,Diesel,RENAULT,KANGOO,8,6,146,Commercial,15010,1675,0,0.0
46568,A00042624,V01,A00042624-V01,0.51,Maxi,21,3,Biannual,No,Retired,89024,No,73,0,F,,37,0,17.0,1390,60,Gasoline,RENAULT,SUPERCINQ,19,19,158,Tourism,8705,715,0,0.0
46569,A00042625,V01,A00042625-V01,0.5,Maxi,3,1,Biannual,No,WorkPrivate,56150,Yes,55,53,M,F,34,29,1.0,1399,68,Diesel,FORD,FIESTA,3,1,162,Tourism,14180,1011,0,0.0
46570,A00042626,V01,A00042626-V01,0.58,Maxi,4,4,Yearly,No,Retired,51108,Yes,66,66,M,F,46,34,4.0,1870,131,Diesel,RENAULT,SCENIC,5,2,192,Tourism,26450,1430,0,0.0
46571,A00042627,V01,A00042627-V01,0.5,Median2,9,1,Yearly,Yes,Retired,94054,No,83,0,F,,64,0,14.0,1998,150,Gasoline,PEUGEOT,406,15,13,210,Tourism,25383,1335,0,0.0
46572,A00042628,V01,A00042628-V01,0.5,Maxi,10,1,Biannual,No,Retired,91589,No,61,0,F,,35,0,1.0,1149,59,Gasoline,RENAULT,TWINGO,4,2,150,Tourism,11800,925,0,0.0
46573,A00042629,V01,A00042629-V01,0.5,Maxi,10,3,Monthly,No,Retired,33192,Yes,80,87,F,M,52,69,7.0,1124,60,Gasoline,CITROEN,C2,8,6,158,Tourism,11200,932,1,4165.299999999999
46574,A00042630,V01,A00042630-V01,0.5,Maxi,4,4,Monthly,No,WorkPrivate,58151,No,63,0,M,,44,0,12.0,1761,111,Gasoline,CITROEN,XANTIA,16,13,192,Tourism,19758,1234,0,0.0
46575,A00042631,V01,A00042631-V01,0.5,Maxi,15,1,Yearly,No,Retired,57227,Yes,61,60,F,M,42,39,1.0,1248,78,Gasoline,HYUNDAI,I10,2,1,164,Tourism,11190,930,0,0.0
46576,A00042632,V01,A00042632-V01,0.5,Maxi,2,2,Yearly,No,WorkPrivate,26247,No,36,0,M,,16,0,9.0,1398,68,Diesel,CITROEN,C3,9,9,158,Tourism,12900,1058,0,0.0
46577,A00042633,V01,A00042633-V01,0.5,Maxi,27,1,Monthly,No,Retired,62224,No,66,0,M,,46,0,1.0,1364,90,Gasoline,OPEL,MERIVA,7,2,168,Tourism,13690,1275,0,0.0
46578,A00042634,V01,A00042634-V01,0.5,Median2,11,4,Monthly,No,WorkPrivate,16113,Yes,46,47,M,F,26,28,18.0,2068,89,Diesel,RENAULT,ESPACE,18,15,160,Tourism,26694,1350,0,0.0
46579,A00042635,V01,A00042635-V01,0.64,Mini,12,2,Monthly,No,WorkPrivate,23261,No,38,0,M,,18,0,16.0,2068,94,Diesel,RENAULT,ESPACE,16,14,167,Tourism,30460,1380,0,0.0
46580,A00042636,V01,A00042636-V01,0.57,Median2,17,1,Monthly,No,WorkPrivate,05162,No,46,0,M,,23,0,15.0,1149,59,Gasoline,RENAULT,CLIO,15,13,160,Tourism,11663,855,0,0.0
46581,A00042637,V01,A00042637-V01,0.5,Maxi,5,2,Monthly,No,WorkPrivate,21661,No,58,0,F,,37,0,2.0,1997,140,Diesel,PEUGEOT,308,2,1,208,Tourism,30600,1599,0,0.0
46582,A00042638,V01,A00042638-V01,0.5,Mini,12,1,Yearly,No,Retired,94080,No,74,0,M,,45,0,14.0,1998,135,Gasoline,PEUGEOT,406,16,13,203,Tourism,23935,1315,0,0.0
46583,A00042639,V01,A00042639-V01,0.5,Median2,4,1,Yearly,No,WorkPrivate,64526,No,51,0,F,,32,0,11.0,1870,64,Diesel,RENAULT,MEGANE,16,14,160,Commercial,14286,1110,0,0.0
46584,A00042640,V01,A00042640-V01,0.51,Maxi,5,1,Yearly,No,WorkPrivate,07281,Yes,45,44,F,M,25,23,6.0,1461,66,Diesel,RENAULT,CLIO,10,8,163,Tourism,13050,960,1,927.49
46585,A00042641,V01,A00042641-V01,0.5,Median1,6,1,Yearly,Yes,WorkPrivate,69382,Yes,50,46,M,F,31,24,20.0,1870,66,Diesel,RENAULT,R19,24,19,161,Tourism,14117,1005,0,0.0
46586,A00042642,V01,A00042642-V01,0.5,Maxi,25,5,Biannual,No,WorkPrivate,51108,No,65,0,M,,41,0,9.0,1753,90,Diesel,FORD,FOCUS,11,10,184,Tourism,17212,1315,1,1555.21
46587,A00042643,V01,A00042643-V01,0.5,Maxi,11,1,Monthly,No,WorkPrivate,83047,No,43,0,M,,24,0,1.0,1870,131,Diesel,RENAULT,MEGANE,3,1,205,Tourism,24500,1310,0,0.0
46588,A00042644,V01,A00042644-V01,0.5,Maxi,7,5,Yearly,No,Retired,35210,Yes,82,74,M,F,61,53,11.0,1998,140,Gasoline,RENAULT,SCENIC,12,10,196,Tourism,20581,1260,0,0.0
46589,A00042645,V01,A00042645-V01,0.5,Maxi,25,3,Biannual,No,WorkPrivate,44120,No,46,0,F,,26,0,5.0,1461,86,Diesel,RENAULT,CLIO,6,5,174,Tourism,15050,1165,0,0.0
46590,A00042646,V01,A00042646-V01,0.5,Median1,12,4,Yearly,No,WorkPrivate,95197,No,59,0,M,,41,0,18.0,1171,60,Gasoline,RENAULT,CLIO,21,17,150,Commercial,10523,1265,0,0.0
46591,A00042647,V01,A00042647-V01,0.5,Maxi,3,3,Yearly,No,WorkPrivate,13056,Yes,48,48,F,M,27,29,3.0,1248,78,Gasoline,HYUNDAI,I10,3,1,164,Tourism,11090,930,0,0.0
46592,A00042648,V01,A00042648-V01,0.5,Maxi,2,1,Yearly,No,WorkPrivate,59543,Yes,53,22,M,F,34,1,2.0,1461,86,Diesel,RENAULT,CLIO,6,4,174,Tourism,17450,1175,0,0.0
46593,A00042649,V01,A00042649-V01,0.55,Maxi,4,2,Monthly,No,Professional,2A070,No,64,0,M,,27,0,2.0,1560,109,Diesel,CITROEN,C4,7,3,192,Tourism,25000,1280,0,0.0
46594,A00042650,V01,A00042650-V01,0.51,Maxi,9,2,Biannual,No,WorkPrivate,13019,Yes,57,30,F,F,39,12,2.0,1399,68,Diesel,CITROEN,NEMO,3,1,151,Tourism,14050,1185,0,0.0
46595,A00042651,V01,A00042651-V01,0.57,Mini,4,4,Monthly,No,WorkPrivate,36161,No,31,0,F,,11,0,16.0,1769,60,Diesel,PEUGEOT,205,28,18,155,Tourism,11564,850,0,0.0
46596,A00042652,V01,A00042652-V01,0.5,Maxi,9,1,Biannual,No,WorkPrivate,59350,No,65,0,M,,47,0,1.0,1997,164,Diesel,CITROEN,C5,2,1,210,Tourism,34850,1609,0,0.0
46597,A00042653,V01,A00042653-V01,0.5,Maxi,6,3,Monthly,No,WorkPrivate,37043,Yes,37,36,F,M,16,18,11.0,1870,102,Diesel,RENAULT,SCENIC,11,10,174,Tourism,20124,1290,0,0.0
46598,A00042654,V01,A00042654-V01,0.5,Maxi,24,2,Yearly,No,Professional,59544,No,62,0,M,,44,0,2.0,1329,101,Gasoline,TOYOTA,YARIS,2,1,175,Tourism,15200,1050,0,0.0
46599,A00042654,V02,A00042654-V02,0.5,Mini,2,2,Yearly,No,Professional,59544,No,62,0,M,,44,0,9.0,1242,60,Gasoline,FIAT,PUNTO,12,9,155,Tourism,9940,875,0,0.0
46600,A00042655,V01,A00042655-V01,0.51,Maxi,2,1,Monthly,No,WorkPrivate,42011,No,40,0,M,,18,0,8.0,1399,68,Diesel,FORD,FUSION,9,1,158,Tourism,14640,1102,0,0.0
46601,A00042656,V01,A00042656-V01,0.5,Maxi,4,1,Yearly,No,WorkPrivate,17395,No,51,0,F,,32,0,2.0,1461,68,Diesel,DACIA,SANDERO,3,1,157,Tourism,11300,1090,0,0.0
46602,A00042657,V01,A00042657-V01,0.5,Maxi,34,3,Yearly,No,Retired,44132,No,87,0,F,,56,0,14.0,1794,94,Gasoline,RENAULT,LAGUNA,18,16,180,Tourism,15550,1225,0,0.0
46603,A00042658,V01,A00042658-V01,0.5,Maxi,14,1,Biannual,No,Professional,83069,No,57,0,M,,38,0,1.0,2148,116,Diesel,MERCEDES BENZ,VITO,4,1,166,Commercial,26521,0,0,0.0
46604,A00042659,V01,A00042659-V01,0.56,Maxi,9,1,Monthly,No,Retired,91122,Yes,70,76,M,F,51,46,1.0,1149,77,Gasoline,RENAULT,TWINGO,1,1,169,Tourism,12850,864,0,0.0
46605,A00042660,V01,A00042660-V01,0.54,Median2,6,2,Monthly,No,WorkPrivate,08209,No,31,0,M,,12,0,10.0,1598,108,Gasoline,RENAULT,CLIO,10,8,195,Tourism,14250,995,0,0.0
46606,A00042660,V02,A00042660-V02,0.72,Maxi,6,1,Monthly,No,WorkPrivate,08209,No,28,0,F,,9,0,4.0,1997,136,Diesel,CITROEN,C4 PICASSO,4,3,195,Tourism,28450,1581,0,0.0
